[2023.05.23 10:29:45.930] [HTTP] /Barchart.page (Method: GET, IP: ::1)
[2023.05.23 14:05:30.794] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:05:30.807] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:05:30.808] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:05:30.809] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:05:30.810] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:05:40.428] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:05:40.441] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:05:40.442] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:05:40.443] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:05:40.444] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:09:13.693] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:09:13.707] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:09:13.710] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:09:13.711] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:09:13.712] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:09:14.259] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:09:14.270] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.272] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.273] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.275] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:09:14.451] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:09:14.461] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.463] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.464] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.465] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:09:14.626] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:09:14.655] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.656] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.658] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:09:14.659] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:09:27.738] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:09:27.750] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:09:27.752] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:09:27.755] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:09:27.756] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:09:28.114] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:09:28.129] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:09:28.130] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:09:28.131] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:09:28.132] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:09:28.291] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:09:28.308] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:09:28.311] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:09:28.314] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:09:28.315] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:11:56.536] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:11:56.549] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:11:56.550] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:11:56.552] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:11:56.555] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:11:57.130] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:11:57.143] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:11:57.144] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:11:57.147] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:11:57.148] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:12:58.575] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:12:58.588] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:12:58.590] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:12:58.593] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:12:58.595] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:12:58.922] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:12:58.934] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:12:58.935] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:12:58.936] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:12:58.937] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:12:59.098] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:12:59.112] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:12:59.113] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:12:59.115] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:12:59.116] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:13.029] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:14:13.043] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:13.045] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:13.046] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:13.047] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:13.647] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:14:13.659] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:13.661] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:13.662] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:13.663] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:15.031] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:14:15.042] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:15.044] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:15.045] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:15.046] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:16.720] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:16.732] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:16.734] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:16.735] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:16.738] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:17.239] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:17.251] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:17.253] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:17.256] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:17.257] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:27.649] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:27.661] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:27.662] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:27.664] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:27.665] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:28.144] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:28.156] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.157] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.159] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.160] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:28.304] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:28.315] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.317] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.318] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.320] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:28.456] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:28.465] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.468] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.470] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.471] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:28.617] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:28.629] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.630] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.642] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.646] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:28.766] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:28.775] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.776] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.777] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:28.778] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:33.217] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:33.230] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.231] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.232] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.233] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:33.366] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:33.376] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.377] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.378] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.379] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:33.535] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:33.547] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.548] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.550] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.552] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:33.694] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:33.707] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.708] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.709] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.710] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:33.855] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:33.872] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.874] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.876] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:33.876] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:34.000] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:34.011] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:34.012] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:34.013] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:34.014] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:34.135] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:34.145] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:34.147] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:34.148] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:34.148] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:14:45.169] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:14:45.180] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:14:45.181] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:14:45.183] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:14:45.184] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:42.446] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:42.459] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.460] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.462] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.463] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:42.763] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:42.775] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.776] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.782] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.791] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:42.923] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:42.935] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.936] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.937] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:42.938] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:43.062] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:43.073] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:43.074] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:43.075] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:43.076] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:49.373] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:49.386] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.388] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.389] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.390] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:49.740] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:49.752] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.754] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.755] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.755] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:49.893] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:49.914] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.916] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.918] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:49.919] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:50.020] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:50.040] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:50.043] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:50.044] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:50.045] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:16:56.229] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:16:56.243] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:16:56.246] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:16:56.249] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:16:56.251] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:18:57.062] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:18:57.077] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:18:57.079] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:18:57.080] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:18:57.083] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:03.525] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:03.537] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:03.542] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:03.544] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:03.545] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:10.499] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:10.513] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.514] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.515] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.516] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:10.651] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:10.664] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.665] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.666] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.667] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:10.803] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:10.815] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.817] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.819] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.820] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:10.955] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:10.967] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.968] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.969] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:10.970] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:11.090] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:11.101] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.102] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.104] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.105] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:11.234] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:11.245] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.246] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.247] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.248] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:11.373] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:11.385] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.387] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.389] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.391] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:19:11.515] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:19:11.533] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.534] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.536] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:19:11.536] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:20:25.829] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:20:25.844] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:20:25.846] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:20:25.848] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:20:25.850] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:20:26.364] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:20:26.375] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:20:26.377] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:20:26.377] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:20:26.378] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:20:26.570] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 14:20:26.580] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:20:26.582] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:20:26.583] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:20:26.584] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:28.125] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 14:22:28.142] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:28.144] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:28.146] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:28.147] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:29.809] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 14:22:29.821] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:29.823] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:29.825] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:29.826] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:32.075] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:32.087] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:32.088] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:32.091] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:32.095] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:34.050] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:34.061] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.064] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.065] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
